canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at,reason,evidence_json,boundary_valid,head_text,is_hpc
1844,slurm.conf man page,unknown,[],[],[1844],7,6,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page)""}, {""doc_id"": ""doc_10c5"", ""sent_idx"": 109, ""cleaned_version"": 1, ""sentence"": ""the default\n# Example:\n# TaskProlog=/usr/local/slurm/etc/task_prolog # default is none\n# TaskEpilog=/usr/local/slurm/etc/task_epilog # default is none\n# TaskPlugin=task/affinity # default is task/none\nDeclare the node hardware configuration in slurm.conf:\nNodeName=dualcore[01-16] CoresPerSocket=2 ThreadsPerCore=1\nFor a more complete description of the various node configuration options see the slurm.conf man page.""}, {""doc_id"": ""doc_32e0"", ""sent_idx"": 13, ""cleaned_version"": 1, ""sentence"": ""Please refer to the slurm.conf man page for specific details. Example:\nJobCompParams=flush_timeout=200,poll_interval=3,requeue_on_msg_timeout,\ntopic=myclusterNOTE: Changes to this option do not require a slurmctld restart. Reconfiguration or SIGHUP is sufficient for them to take effect.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 204, ""cleaned_version"": 1, ""sentence"": ""For more information see the slurm.conf man page and check the configuration of SchedulerParameters on your system.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 542, ""cleaned_version"": 1, ""sentence"": ""Those plugins dependent upon process group IDs or parent process IDs are not reliable. See the ProctrackType description in the slurm.conf man page for details.""}]",1,page,1
1845,run slurmrestd,unknown,[],[],[1845],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 10, ""cleaned_version"": 1, ""sentence"": ""Run slurmrestd (see below for systemd instructions) on your preferred [HOST]:PORT combination (':6820' is the default for production)\nexport SLURM_JWT=daemon\nexport SLURMRESTD_DEBUG=debug\nslurmrestd <host>:<port>\nAdjust SLURMRESTD_DEBUG to the desired level of output (as described on the man page)""}]",1,slurmrestd,1
1847,production,unknown,[],[],[1847],3,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 10, ""cleaned_version"": 1, ""sentence"": ""Run slurmrestd (see below for systemd instructions) on your preferred [HOST]:PORT combination (':6820' is the default for production)\nexport SLURM_JWT=daemon\nexport SLURMRESTD_DEBUG=debug\nslurmrestd <host>:<port>\nAdjust SLURMRESTD_DEBUG to the desired level of output (as described on the man page)""}, {""doc_id"": ""doc_8f5e"", ""sent_idx"": 45, ""cleaned_version"": 1, ""sentence"": ""Configuration Changes\nAlways prepare and test configuration changes in a test environment before upgrading in production.""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 6, ""cleaned_version"": 1, ""sentence"": ""Install Slurm using one of the following methods:\nBuild RPM or DEB packages (recommended for production)""}]",1,production,1
1848,export slurm_jwt,unknown,[],[],[1848],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 10, ""cleaned_version"": 1, ""sentence"": ""Run slurmrestd (see below for systemd instructions) on your preferred [HOST]:PORT combination (':6820' is the default for production)\nexport SLURM_JWT=daemon\nexport SLURMRESTD_DEBUG=debug\nslurmrestd <host>:<port>\nAdjust SLURMRESTD_DEBUG to the desired level of output (as described on the man page)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 54, ""cleaned_version"": 1, ""sentence"": ""You should see a debug message like this:\nslurmrestd: debug: auth/jwt: init: JWT authentication plugin loadedIf it didn't load jwt, run this in the terminal you're using for slurmrestd:\nexport SLURM_JWT=daemonUnexpected URL character (HTTP 400)\nCheck the request URL and slurmrestd logs for characters that may be causing the URL to be parsed incorrectly. Use the appropriate URL encoding sequence in place of the problematic character (e.g., / = %2F).\n...""}]",1,slurm_jwt,1
1849,export,command,[],[],[1849],3,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 10, ""cleaned_version"": 1, ""sentence"": ""Run slurmrestd (see below for systemd instructions) on your preferred [HOST]:PORT combination (':6820' is the default for production)\nexport SLURM_JWT=daemon\nexport SLURMRESTD_DEBUG=debug\nslurmrestd <host>:<port>\nAdjust SLURMRESTD_DEBUG to the desired level of output (as described on the man page)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 35, ""cleaned_version"": 1, ""sentence"": ""Changes may be reverted by running systemctl revert slurmrestd\nBasic Usage\nFind the latest supported API version\nslurmrestd -d listGet an authentication token for JWT\nunset SLURM_JWT; export $(scontrol token)This ensures an old token doesn't prevent a new one from being issued\nBy default, tokens will expire after 1800 seconds (30 minutes).""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""One common authentication problem is an expired token. Request a new one:\nunset SLURM_JWT; export $(scontrol token)This solution also applies to an HTTP 401 error caused by no authentication token being sent at all.""}]",1,export,1
1850,debug,unknown,[],[],[1850],6,4,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 10, ""cleaned_version"": 1, ""sentence"": ""Run slurmrestd (see below for systemd instructions) on your preferred [HOST]:PORT combination (':6820' is the default for production)\nexport SLURM_JWT=daemon\nexport SLURMRESTD_DEBUG=debug\nslurmrestd <host>:<port>\nAdjust SLURMRESTD_DEBUG to the desired level of output (as described on the man page)""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 41, ""cleaned_version"": 1, ""sentence"": ""Examples\nFirst we determine what partitions exist on the system, what nodes they include, and general system state. This information is provided by the sinfo command. In the example below we find there are two partitions: debug and batch.""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 42, ""cleaned_version"": 1, ""sentence"": ""The * following the name debug indicates this is the default partition for submitted jobs.""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""adev0: sinfo\nPARTITION AVAIL TIMELIMIT NODES STATE NODELIST\ndebug* up 30:00 2 down* adev[1-2]\ndebug* up 30:00 3 idle adev[3-5]\nbatch up 30:00 3 down* adev[6,13,15]\nbatch up 30:00 3 alloc adev[7-8,14]\nbatch up 30:00 4 idle adev[9-12]""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 318, ""cleaned_version"": 1, ""sentence"": ""That will provide asserts, debug messages and the -Werror flag, that will in turn activate --enable-debug.""}]",1,debug,1
1851,slurm ship,unknown,"[""Slurm ships""]",[],[1851],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 11, ""cleaned_version"": 1, ""sentence"": ""Running with systemd\nSlurm ships with a slurmrestd service unit for systemd, however, it might require some additional setup to run properly.""}]",1,ship,1
1852,slurmrestd service unit,unknown,[],[],[1852],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 11, ""cleaned_version"": 1, ""sentence"": ""Running with systemd\nSlurm ships with a slurmrestd service unit for systemd, however, it might require some additional setup to run properly.""}]",1,unit,1
1854,rpm package,unknown,"[""RPM packages""]",[],[1854],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 12, ""cleaned_version"": 1, ""sentence"": ""This section assumes you have either installed slurmrestd using DEB/RPM packages or built it manually such that the files are in the same places.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 490, ""cleaned_version"": 1, ""sentence"": ""These modules are built by default for RPM packages, but can be disabled using the .rpmmacros option \""%_without_pam 1\"" or by entering the command line option \""--without pam\"" when the configure program is executed.""}]",1,package,1
1855,place,unknown,"[""places""]",[],[1855],22,14,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 12, ""cleaned_version"": 1, ""sentence"": ""This section assumes you have either installed slurmrestd using DEB/RPM packages or built it manually such that the files are in the same places.""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 54, ""cleaned_version"": 1, ""sentence"": ""You should see a debug message like this:\nslurmrestd: debug: auth/jwt: init: JWT authentication plugin loadedIf it didn't load jwt, run this in the terminal you're using for slurmrestd:\nexport SLURM_JWT=daemonUnexpected URL character (HTTP 400)\nCheck the request URL and slurmrestd logs for characters that may be causing the URL to be parsed incorrectly. Use the appropriate URL encoding sequence in place of the problematic character (e.g., / = %2F).\n...""}, {""doc_id"": ""doc_1988"", ""sent_idx"": 30, ""cleaned_version"": 1, ""sentence"": ""OverSubscribe: Configure the partition's OverSubscribe setting to FORCE for all partitions in which timeslicing is to take place.""}, {""doc_id"": ""doc_1988"", ""sent_idx"": 52, ""cleaned_version"": 1, ""sentence"": ""This example takes place on a small cluster of 5 nodes:""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 18, ""cleaned_version"": 1, ""sentence"": ""sched_interval=# - Specifies how frequently, in seconds, the main scheduling loop will execute and test all pending jobs, with the partition_job_depth limit in place.""}]",1,place,1
1858,user account,job_concept,[],[],[1858],4,4,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 14, ""cleaned_version"": 1, ""sentence"": ""Create a local service account and group of slurmrestd to run the slurmrestd daemon. To prevent privilege escalation, the user account should be:\nNot root or SlurmUser\nNot used by real users or for any other functions\nNot granted any special permissions\nsudo useradd""}, {""doc_id"": ""doc_289e"", ""sent_idx"": 83, ""cleaned_version"": 1, ""sentence"": ""Name Priority\n normal 0\nAdd a new QOS\n$ sacctmgr add qos zebra\n Adding QOS(s)\n zebra\n Settings\n Description = QOS Name\n Name Priority\n normal 0\n zebra 0\nSet QOS priority\n$ sacctmgr modify qos zebra set priority=10\n Modified qos...\n zebra\n Name Priority\n normal 0\n zebra 10\nSet some other limits\n$ sacctmgr modify qos zebra set GrpTRES=cpu=24\n Modified qos...\n zebra\n$ sacctmgr show qos format=name,priority,GrpTRES\n Name Priority GrpTRES\n normal 0\n zebra 10 cpu=24\nAdd a QOS to a user account\n$ sacctmgr modify user crock set""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 36, ""cleaned_version"": 1, ""sentence"": ""Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.""}, {""doc_id"": ""doc_732b"", ""sent_idx"": 36, ""cleaned_version"": 1, ""sentence"": ""If you wish to also allow other admins to the system with their own user accounts, this can be accomplished by stacking other modules along with pam_slurm_adopt.""}]",1,account,1
1859,slurmuser,unknown,[],[],[1859],34,13,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 14, ""cleaned_version"": 1, ""sentence"": ""Create a local service account and group of slurmrestd to run the slurmrestd daemon. To prevent privilege escalation, the user account should be:\nNot root or SlurmUser\nNot used by real users or for any other functions\nNot granted any special permissions\nsudo useradd""}, {""doc_id"": ""doc_236f"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""They can also alter anything on a served slurmctld as if they were the SlurmUser or root.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 28, ""cleaned_version"": 1, ""sentence"": ""For testing purposes any user name can be used.\n SlurmUser\nSlurm Port Numbers\nThe Slurm controller (slurmctld) requires a unique port for communications as do the Slurm compute node daemons (slurmd).""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 36, ""cleaned_version"": 1, ""sentence"": ""Accounting is maintained by user name (not user ID), but a given user name should refer to the same person across all of the computers. Authentication relies upon user ID numbers, so those must be uniform across all computers communicating with each SlurmDBD, at least for users requiring authentication. In particular, the configured SlurmUser must have the same name and ID across all clusters. If you plan to have administrators of user accounts, limits, etc. they must also have consistent names and IDs across all clusters. If you plan to restrict access to accounting records (e.g. only permit a user to view records of his jobs), then all users should have consistent names and IDs.""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 146, ""cleaned_version"": 1, ""sentence"": ""This name should also be the same SlurmUser on all clusters reporting to the SlurmDBD. NOTE:""}]",1,slurmuser,1
1862,sbin,command,[],[],[1862],8,6,2026-01-14T10:20:47,2026-01-14 11:21:50,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 15, ""cleaned_version"": 1, ""sentence"": ""-M -r -s /usr/sbin/nologin -U slurmrestdIf needed, sites can run systemctl edit slurmrestd to override the default User and Group to the site specific user and group:""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 22, ""cleaned_version"": 1, ""sentence"": ""Permissions: The user running the service must have write+execute permissions on the directory that will contain the UNIX socket\nChanging socket: On Slurm 23.11, the way to change or disable the socket is to modify the 'ExecStart' line of the service\nRun systemctl edit slurmrestd\nAdd the following contents to the [Service] section:\nExecStart=\nExecStart=/usr/sbin/slurmrestd $SLURMRESTD_OPTIONS\nEnvironment=SLURMRESTD_LISTEN=:6820\nAdjust the assignment of SLURMRESTD_LISTEN to contain the socket(s) you want the daemon to listen on.""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 186, ""cleaned_version"": 1, ""sentence"": ""You start SlurmDBD by typing its pathname '/usr/sbin/slurmdbd' or '/etc/init.d/slurmdbd start'.""}, {""doc_id"": ""doc_6722"", ""sent_idx"": 155, ""cleaned_version"": 1, ""sentence"": ""Datawarp plugin example:\n$ scontrol show burst\nName=datawarp DefaultPool=wlm_pool Granularity=200GiB TotalSpace=5800GiB FreeSpace=4600GiB UsedSpace=1600GiB\n Flags=EmulateCray\n StageInTimeout=86400 StageOutTimeout=86400 ValidateTimeout=5 OtherTimeout=300\n GetSysState=/home/marshall/slurm/master/install/c1/sbin/dw_wlm_cli\n GetSysStatus=/home/marshall/slurm/master/install/c1/sbin/dwstat\n Allocated Buffers:\n JobID=169509 CreateTime=2021-08-11T10:19:06 Pool=wlm_pool Size=1200GiB State=allocated UserID=marshall(1017)\n JobID=169508 CreateTime=2021-08-11T10:18:46 Pool=wlm_pool Size=400GiB State=staged-in UserID=marshall(1017)\n Per User Buffer Use:\n UserID=marshall(1017) Used=1600GiB\nLua plugin example:\n$ scontrol show burst\nName=lua DefaultPool=(null)""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 164, ""cleaned_version"": 1, ""sentence"": ""Example:\n# Excerpt of slurm.conf\nSelectType=select/cons_tres\nSelectTypeParameters=CR_CORE_Memory\nSuspendProgram=/usr/sbin/slurm_suspend\nResumeProgram=/usr/sbin/slurm_resume\nSuspendTime=600\nSuspendExcNodes=tux[0-127]\nTreeWidth=128\nNodeName=DEFAULT Sockets=1 CoresPerSocket=4""}]",1,sbin,1
