term_id,tf,df,idf,tf_idf,updated_at
337,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
338,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
339,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
340,4.0,1,1.916290731874155,7.66516292749662,2025-11-30T20:56:51Z
341,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
342,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
343,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
344,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
345,5.0,1,1.916290731874155,9.581453659370776,2025-11-30T20:56:51Z
346,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
347,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
348,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
349,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
350,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
351,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T20:56:51Z
352,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
353,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
